image_id,street,citi,n_citi,bed,bath,sqft,price
6693,526 Sunset Way,"Palm Springs, CA",266,3,2,1270,498000
6694,4509 Jericho Street,"Belltown, CA",33,5,3,2813,504990
6695,1134 N CALLE ROLPH,"Palm Springs, CA",266,3,2,1482,599000
6696,15754 Indian Creek,"Riverside, CA",310,3,3.1,2100,549900
6697,81193 Camino Lampazos,"Indio, CA",154,3,4,2023,559500
6698,26780 Saunders Meadow Road,"Idyllwild, CA",150,2,2.1,1156,549000
6699,31695 Calle Girasol,"Temecula, CA",368,3,2,2160,550000
6700,4747 Elderwood Court,"Riverside, CA",310,4,3,3278,570000
6701,77372 Evening Star Circle,"Indian Wells, CA",153,4,3.1,2400,599000
6702,22470 JUNIPER FLATS Road,"Nuevo, CA",249,4,2,2228,599999
6703,30133 Swan Point Drive,"Canyon Lake, CA",64,3,2,1772,559000
6704,107 Cachanilla Court,"Palm Desert, CA",265,4,3.1,3322,569900
6705,3729 Washington Street,"Riverside, CA",310,4,3,1704,550000
6706,56850 Ramsey Road,"Anza, CA",14,3,2.1,2650,599000
6707,1250 Greystone Lane,"Corona, CA",87,4,3,2844,599900
6708,6747 Woodrust Way,"Corona, CA",87,3,2.1,2248,555000
6709,2559 Cheryl Lane Lane,"Palm Springs, CA",266,2,2.1,1516,560000
6710,20550 Easy Street,"Desert Hot Springs, CA",101,3,2,1915,549000
6711,18465 Falling Water Way,"Riverside, CA",310,4,3,2218,599000
6712,33321 Embassy Avenue,"Temecula, CA",368,4,3,2939,568800
6713,18255 Roberts Road,"Riverside, CA",310,4,3,2624,570000
6714,81850 Fiori De Deserto Drive,"La Quinta, CA",175,3,3.1,3001,594900
6715,78229 Elenbrook Court,"Palm Desert, CA",265,2,2.1,2907,589000
6716,72334 Barbara Drive,"Rancho Mirage, CA",300,4,3,2080,570000
6717,100 Esplanade Street,"Rancho Mirage, CA",300,3,3,3169,599000
6718,45077 Stoney Hill Drive,"Temecula, CA",368,5,4.1,3512,585900
6719,120 Paseo Montecillo,"Palm Desert, CA",265,5,3,3031,589000
6720,34 Calle La Reina,"Rancho Mirage, CA",300,3,3,2129,549000
6721,955 7th Street,"Norco, CA",243,3,2,1597,569500
6722,7746 Joshua Road,"Belltown, CA",33,5,3,3143,548000
6723,73430 Desert Rose Drive,"Palm Desert, CA",265,3,2,1863,589900
6724,3565 Beechwood Place,"Riverside, CA",310,3,3.1,2200,549000
6725,75784 Via Allegre,"Indian Wells, CA",153,4,2.1,2356,565000
6726,7499 Cottontail Court,"Riverside, CA",310,4,4,2870,599999
6727,30490 Sparkle Drive,"Canyon Lake, CA",64,5,3.1,3327,599000
6728,1245 Kraemer Drive,"Corona, CA",87,4,3,2363,589888
6729,14140 Rock Place,"Riverside, CA",310,3,2.1,2802,574900
6730,35429 Meridia Avenue,"Palm Desert, CA",265,2,2,2142,549000
6731,8427 Lindenhurst Street,"Riverside, CA",310,4,3,2761,549900
6732,12668 Norwegian Street,"Corona, CA",87,4,3,2530,580000
6733,11445 Corte Acalanes,"Mira Loma, CA",216,4,3,2398,550000
6734,25146 CLIFFROSE Street,"Corona, CA",87,5,3.1,4187,600000
6735,2935 Villa Catalonia Circle,"Corona, CA",87,4,3,2197,545900
6736,508 Viewtop Lane,"Corona, CA",87,4,2.1,1967,549000
6737,13083 Via Tuscany,"Riverside, CA",310,4,3.1,2857,554900
6738,35403 Mahogany Glen Drive,"Winchester, CA",407,5,4.1,3810,579900
6739,816 E Lakeshore Drive,"Lake Elsinore, CA",185,4,1,1225,599000
6740,81675 Rancho Santana Drive,"La Quinta, CA",175,3,3.1,2977,550000
6741,9865 Roberts Street,"Cherry Valley, CA",77,3,2,2744,569900
6742,35483 Sumac Avenue,"Murrieta, CA",233,4,3.1,3034,545000
6743,491 W Yorba Road,"Palm Springs, CA",266,4,3,1940,549000
6744,6169 El Dorado Drive,"Corona, CA",87,5,3,2985,605000
6745,9454 Alta Cresta Avenue,"Riverside, CA",310,5,4.1,3803,600000
6746,11203 Coral Drive,"Mira Loma, CA",216,5,3,2795,598900
6747,61362 Living Stone Drive,"La Quinta, CA",175,2,2,1775,558000
6748,78496 Kensington Avenue,"Palm Desert, CA",265,3,3,2439,589000
6749,6113 Academy Avenue,"Riverside, CA",310,5,4.1,2938,585000
6750,29221 Branwin Street,"Murrieta, CA",233,5,4,3613,589900
6751,78496 Links Drive,"Palm Desert, CA",265,3,2.1,2128,579000
6752,80660 Plum Lane,"Indio, CA",154,4,3,2538,599990
6753,1840 N Hermosa Drive,"Palm Springs, CA",266,3,2,1746,589900
6754,6065 Colonial Downs Street,"Corona, CA",87,4,3,2762,588000
6755,44474 Dorchester Drive,"Temecula, CA",368,4,3,3717,570000
6756,7925 Devon Court,"Riverside, CA",310,4,2.1,2792,569900
6757,4775 Wanamaker Drive,"Mira Loma, CA",216,5,3.1,2915,565000
6758,38009 Spring Canyon Drive,"Murrieta, CA",233,5,4,2986,549000
6759,975 Alta Cresta,"Palm Springs, CA",266,4,3,2517,565000
6760,38218 Clear Creek Street,"Murrieta, CA",233,5,3,3476,589000
6761,32154 Tall Oak Court,"Temecula, CA",368,4,3,3133,579000
6762,37564 Mulligan Drive,"Beaumont, CA",29,4,3,2834,550000
6763,211 Cheryl Way,"Palm Springs, CA",266,2,2.1,1516,575000
6764,14908 Landerwood Drive,"Corona, CA",87,3,2.1,2367,579900
6765,32094 Corte Bacarro,"Temecula, CA",368,4,3,2358,550000
6766,30625 Linden Court,"Temecula, CA",368,5,3,2985,579900
6767,13 Della Cava Lane,"Lake Elsinore, CA",185,5,4.1,4052,599000
6768,2860 Temescal Avenue,"Norco, CA",243,4,2,2126,564950
6769,25300 TAHQUITZ Road,"Idyllwild, CA",150,3,2,1478,599000
6770,78212 Calle Las Ramblas,"La Quinta, CA",175,3,3,2412,600000
6771,13942 Hollywood Avenue,"Corona, CA",87,4,2.1,2643,599888
6772,33547 Abbey Road,"Temecula, CA",368,5,3,2901,559900
6773,6823 Winterberry Way,"Corona, CA",87,3,2.1,2308,559900
6774,22918 Canyon Lake Drive S,"Canyon Lake, CA",64,3,2.1,2562,549900
6775,2593 Monterey Peninsula Drive,"Corona, CA",87,5,3,2268,549999
6776,34751 Garden Trellis Place,"Murrieta, CA",233,4,3,3472,560000
6777,7805 Ralston Place,"Riverside, CA",310,4,2.1,3186,565000
6778,42815 Avery Canyon Road,"Hemet, CA",141,6,4,3610,549900
6779,20855 Walking Beam Drive,"Riverside, CA",310,5,4,2900,549900
6780,81226 Avenida Colonias,"Indio, CA",154,3,3,2193,599000
6781,79635 Marigold Lane,"La Quinta, CA",175,4,2,1887,575000
6782,25807 Pipit Drive,"Corona, CA",87,4,3,3086,570000
6783,1052 5th Street,"Norco, CA",243,4,2,2224,589900
6784,4816 Magnum Way,"Mira Loma, CA",216,4,3.1,3003,599999
6785,23971 Via Madrid,"Murrieta, CA",233,5,3,3171,570000
6786,39369 Regency Way,"Palm Desert, CA",265,4,2.1,2320,559000
6787,44125 Tahoe Circle,"Indian Wells, CA",153,3,3.1,2870,599900
6788,11236 Vista Way,"Corona, CA",87,5,3,3000,575450
6789,11386 Hutton Road,"Corona, CA",87,4,3,3086,545888
6790,14984 Via Caribia,"Lake Elsinore, CA",185,5,2.1,3237,589000
6791,25213 Lemongrass Street,"Corona, CA",87,5,4.1,3463,555000
6792,22414 Black Beauty Trail,"Wildomar, CA",405,4,2,1953,559900
6793,47815 Via Opera,"La Quinta, CA",175,4,3,2591,600000
6794,7376 Sungold Avenue,"Corona, CA",87,4,3,3195,585000
6795,2258 San Antonio Road,"Palm Springs, CA",266,3,2,1404,595000
6796,35020 Cedar Ridge Court,"Winchester, CA",407,4,3.1,2946,574999
6797,1093 Vista Sol,"Palm Springs, CA",266,4,3,2517,599900
6798,29050 VACATION Drive,"Canyon Lake, CA",64,5,3,3085,549999
6799,51495 Clubhouse Drive,"Indio, CA",154,2,2,1623,549500
6800,2344 E Francis Drive,"Palm Springs, CA",266,4,2,1956,577000
6801,9447 Paradise Place,"Riverside, CA",310,5,4,3615,599999
6802,32810 Olive Avenue,"Winchester, CA",407,4,2,3000,550000
6803,2660 Farrell Drive,"Palm Springs, CA",266,3,2,1696,559000
6804,4118 Pompia Way,"Corona, CA",87,4,3,2767,566690
6805,4107 Adishian Way,"Corona, CA",87,4,4,2867,569900
6806,36765 Maxmillian Avenue,"Murrieta, CA",233,6,4,3923,605000
6807,30449 Sea Horse Circle,"Canyon Lake, CA",64,3,2,1503,569000
6808,79 Calle Manzanita,"Rancho Mirage, CA",300,4,3,2649,585000
6809,40251 Gold Hills Drive,"Indio, CA",154,4,3,2691,550000
6810,45775 Portola Avenue,"Palm Desert, CA",265,3,3,2110,560000
6811,31295 Brush Creek Circle,"Temecula, CA",368,4,3.1,2816,560900
6812,31666 Sundance Way,"Lake Elsinore, CA",185,5,3,2867,549900
6813,49200 Rio Arenoso,"La Quinta, CA",175,3,3,2074,560000
6814,51475 Calle Jacumba,"La Quinta, CA",175,4,3,2423,555000
6815,82865 Monterey Canyon (Lot 5012) Drive,"Indio, CA",154,3,3,2367,559990
6816,82825 Spirit Mountain Drive,"Indio, CA",154,2,2,1920,569900
6817,50220 Via Simpatico,"La Quinta, CA",175,3,2.1,3251,554900
6818,6332 Cedar Creek Road,"Corona, CA",87,5,3,2985,595000
6819,25960 Fran Lou Drive,"Moreno Valley, CA",228,3,2,2251,569000
6820,8167 Palm View Lane,"Riverside, CA",310,5,4,3405,550000
6821,38239 Hermosa Court,"Murrieta, CA",233,4,3,2648,597000
6822,12 Colgate Drive,"Rancho Mirage, CA",300,2,2,2535,549000
6823,80430 Inverness Court,"Indio, CA",154,2,2,2195,569000
6824,2 St. Johns Court,"Rancho Mirage, CA",300,3,3,3008,599000
6825,67658 Natoma Drive,"Cathedral City, CA",71,3,2.1,1905,559000
6826,30411 Emerson Lane,"Menifee, CA",213,3,2,2129,549000
6827,6928 Pantanerio Drive,"Corona, CA",87,4,3,2574,575000
6828,82723 Monarchos Court,"Indio, CA",154,2,2,2231,589000
6829,15660 Gila Way,"Riverside, CA",310,4,3,2803,599999
6830,16240 Stonehill Court,"Riverside, CA",310,5,3,2650,589000
6831,29376 Longhorn Drive,"Canyon Lake, CA",64,4,2.1,2704,555000
6832,31318 Ashmill Court,"Temecula, CA",368,5,3,2965,597000
6833,7897 Withers Way,"Corona, CA",87,5,3,3478,598800
6834,6646 Blackwood Street,"Riverside, CA",310,4,3,2116,599900
6835,42980 Cerritos Drive,"Bermuda Dunes, CA",34,3,2.1,2505,580000
6836,39523 Newcastle Drive,"Palm Desert, CA",265,4,3.1,3630,587000
6837,43451 Morgan Road,"Hemet, CA",141,3,2.1,2542,579950
6838,371 Links Drive,"Palm Desert, CA",265,4,4.1,2664,559900
6839,16630 Sendero Del Charro,"Riverside, CA",310,4,2,2092,569000
6840,36305 Trail Ride Lane,"Wildomar, CA",405,5,4,3817,579000
6841,3330 Kips Korner Road,"Norco, CA",243,5,3,2098,575400
6842,4550 Hillside Avenue,"Norco, CA",243,3,2,1444,549000
6843,33878 Channel Street,"Temecula, CA",368,4,2.1,3245,549900
6844,55176 Laurel,"La Quinta, CA",175,3,3.1,2422,599900
6845,57768 Cantata Drive,"La Quinta, CA",175,4,3,2853,549000
6846,31800 Pace Lane,"Desert Hot Springs, CA",101,3,2,1895,565000
6847,11345 Figtree Terrace Road,"Corona, CA",87,4,3.1,3268,570000
6848,24612 Overlook Drive,"Corona, CA",87,2,2,2061,549900
6849,33092 Sheila Lane,"Wildomar, CA",405,4,2.1,3588,598000
6850,33440 Barrington DR,"Temecula, CA",368,5,3,3350,579000
6851,31943 Luzon Street,"Temecula, CA",368,4,3.1,3457,604888
6852,13346 Wagon Creek Way,"Corona, CA",87,4,3,2828,595000
6853,28750 Lexington Road,"Temecula, CA",368,4,3,3352,564000
6854,61426 Sapphire Lane,"La Quinta, CA",175,3,3,1965,548000
6855,1802 Prince Albert Drive,"Riverside, CA",310,2,2,2372,569900
6856,33413 Barrington Drive,"Temecula, CA",368,5,4,3610,565000
6857,2631 Martinez Lane,"Riverside, CA",310,4,3,3287,559000
6858,21285 NORTH Drive,"Nuevo, CA",249,5,4,3224,580000
6859,81322 Rustic Canyon Drive,"La Quinta, CA",175,3,3,2007,549000
6860,35884 Crescent Street,"Palm Desert, CA",265,3,3,2549,560000
6861,32145 Granite Drive,"Temecula, CA",368,4,3,3133,549888
6862,74924 Saguaro Lane,"Indian Wells, CA",153,4,3,2333,599000
6863,46150 Grace Court,"Temecula, CA",368,4,2.1,3113,575000
6864,10 Seton Court,"Rancho Mirage, CA",300,3,3,2517,549000
6865,36827 Emerald,"Palm Desert, CA",265,2,2.1,2408,549000
6866,39793 Hemet Ranch Road,"Temecula, CA",368,4,2,2600,564900
6867,7064 Beckett Field Lane,"Corona, CA",87,4,3,2634,568000
6868,1176 Ginger Lane,"Corona, CA",87,4,2.1,2722,554900
6869,6898 Mission Grove,"Riverside, CA",310,4,3,2240,594900
6870,28857 Cloverdale Circle,"Menifee, CA",213,5,4,3351,549000
6871,22511 Cascade Drive,"Canyon Lake, CA",64,3,2.1,2168,575000
6872,41210 Carlotta Drive,"Palm Desert, CA",265,3,2,2247,547000
6873,36108 Chagall Court,"Cathedral City, CA",71,3,2,2130,595000
6874,52405 Shining Star Way,"La Quinta, CA",175,4,4,2555,549950
6875,23793 Via Segovia,"Murrieta, CA",233,5,4,3650,574900
6876,61025 Pierson Boulevard,"Desert Hot Springs, CA",101,3,2,2438,599000
6877,4060 Camino Parocela,"Palm Springs, CA",266,3,2,1586,569000
6878,80558 Knightswood Road,"Indio, CA",154,2,2,2249,555000
6879,81825 Camino Vallecita,"Indio, CA",154,2,2.1,2446,569000
6880,75690 Valle Vista Drive,"Indian Wells, CA",153,3,3.1,2910,545000
6881,26179 Dumont Road,"Hemet, CA",141,3,2.1,3194,579000
6882,34060 Lydia Court,"Temecula, CA",368,4,2.1,2794,599000
6883,13349 Bashkir Street,"Corona, CA",87,3,2.1,1905,559950
6884,78596 Alliance Way,"Palm Desert, CA",265,2,2.1,2640,579900
6885,11220 Puente Way,"Mira Loma, CA",216,3,2,1784,545000
6886,32102 Elk Grove Court,"Temecula, CA",368,4,3.1,3083,549900
6887,3761 Ulla Lane,"Lake Elsinore, CA",185,5,3,3325,555000
6888,41830 6th Street,"Temecula, CA",368,3,2,2046,598000
6889,807 Limousin Street,"Perris, CA",278,4,2.1,3009,560000
6890,2004 Calle Lileta,"Palm Springs, CA",266,4,2.1,2088,595000
6891,71828 San Gorgonio Road,"Rancho Mirage, CA",300,3,2,1278,599000
6892,1134 N CALLE ROLPH,"Palm Springs, CA",266,3,2,1482,599000
6893,74065 Imperial Court W,"Palm Desert, CA",265,4,4,2637,639000
6894,17055 Idaleona Road,"Perris, CA",278,4,2,2768,650000
6895,77372 Evening Star Circle,"Indian Wells, CA",153,4,3.1,2400,599000
6896,16417 Sun Summit Drive,"Riverside, CA",310,5,3,2650,649888
6897,33986 Galleron Street,"Temecula, CA",368,5,3.1,3302,625000
6898,22315 HAYWORTH Court,"Corona, CA",87,6,3.1,4117,649999
6899,22470 JUNIPER FLATS Road,"Nuevo, CA",249,4,2,2228,599999
6900,30580 Stern Drive,"Menifee, CA",213,4,2,2200,625000
6901,32700 Cox Road,"Menifee, CA",213,4,2,2339,649800
6902,56850 Ramsey Road,"Anza, CA",14,3,2.1,2650,599000
6903,19227 Dandelion Court,"Riverside, CA",310,6,3,3512,650000
6904,45520 Laburnam Court,"Temecula, CA",368,4,3.1,2820,639988
6905,745 Sunny Dunes Road,"Palm Springs, CA",266,3,2,1449,649000
6906,1250 Greystone Lane,"Corona, CA",87,4,3,2844,599900
6907,50325 Grand Traverse Avenue,"La Quinta, CA",175,3,2.1,2305,630000
6908,7292 Corona Valley Avenue,"Corona, CA",87,5,3,3150,608000
6909,1831 Lexington Drive,"Corona, CA",87,4,2.1,2814,625000
6910,18465 Falling Water Way,"Riverside, CA",310,4,3,2218,599000
6911,16683 Rain Cross Circle,"Riverside, CA",310,4,3,2391,642733
6912,100 Esplanade Street,"Rancho Mirage, CA",300,3,3,3169,599000
6913,845 W Monterey Road,"Corona, CA",87,6,4,2649,639900
6914,2578 Ironsides Circle,"Corona, CA",87,4,3,2405,650000
6915,39770 Princeton Circle,"Cherry Valley, CA",77,4,2.1,2823,619950
6916,13498 Jasper Loop,"Corona, CA",87,5,3.1,3149,648888
6917,7499 Cottontail Court,"Riverside, CA",310,4,4,2870,599999
6918,26297 Santiago Canyon Road,"Corona, CA",87,5,4.1,3770,629000
6919,3118 Ranier Street,"Corona, CA",87,5,3,2800,619000
6920,30490 Sparkle Drive,"Canyon Lake, CA",64,5,3.1,3327,599000
6921,261 Augusta Drive,"Palm Desert, CA",265,4,4.1,2664,629000
6922,480 Via Escuela,"Palm Springs, CA",266,2,2,1613,625000
6923,25146 CLIFFROSE Street,"Corona, CA",87,5,3.1,4187,600000
6924,25453 Waldon Road,"Menifee, CA",213,6,3.1,2703,625000
6925,22218 Tumbleweed Drive,"Canyon Lake, CA",64,5,3,2979,650000
6926,816 E Lakeshore Drive,"Lake Elsinore, CA",185,4,1,1225,599000
6927,18648 Malkoha Street,"Perris, CA",278,5,3,3370,609000
6928,42626 Rivera Drive,"Temecula, CA",368,4,3,3213,618990
6929,6169 El Dorado Drive,"Corona, CA",87,5,3,2985,605000
6930,9454 Alta Cresta Avenue,"Riverside, CA",310,5,4.1,3803,600000
6931,332 Sierra Madre Way,"Corona, CA",87,5,3,2512,619000
6932,11203 Coral Drive,"Mira Loma, CA",216,5,3,2795,598900
6933,307 Roundtree Court,"Perris, CA",278,3,2.1,2188,610000
6934,14443 Ithica Drive,"Corona, CA",87,5,3,3267,625000
6935,3966 Bennett Avenue,"Corona, CA",87,3,2,2316,619900
6936,6647 Ashford Mill Court,"Corona, CA",87,4,3,3309,655000
6937,80660 Plum Lane,"Indio, CA",154,4,3,2538,599990
6938,23500 Placer Hills Court,"Perris, CA",278,4,2,2320,619000
6939,61215 Fire Barrel Drive,"La Quinta, CA",175,3,3,2534,649000
6940,2150 Whitman Way,"Corona, CA",87,5,3,3032,635000
6941,55637 Riviera,"La Quinta, CA",175,3,3.1,2645,650000
6942,20870 Indigo,"Riverside, CA",310,5,3,3382,612000
6943,43253 Bacino Court,"Indio, CA",154,3,3,2726,625000
6944,84283 Canzone Drive,"Indio, CA",154,4,2.1,2338,649000
6945,45768 Corte Ricardo,"Temecula, CA",368,4,3,3155,639900
6946,13 Della Cava Lane,"Lake Elsinore, CA",185,5,4.1,4052,599000
6947,25300 TAHQUITZ Road,"Idyllwild, CA",150,3,2,1478,599000
6948,78212 Calle Las Ramblas,"La Quinta, CA",175,3,3,2412,600000
6949,37887 Vista Lago Road,"Winchester, CA",407,3,2.1,2305,650000
6950,13942 Hollywood Avenue,"Corona, CA",87,4,2.1,2643,599888
6951,271 Sierra Madre Way,"Corona, CA",87,5,3,2166,610000
6952,637 Calle Rolph,"Palm Springs, CA",266,3,2,1433,649900
6953,5 Karlisa,"Palm Springs, CA",266,3,3.1,2252,624995
6954,121 Brenna Lane,"Palm Desert, CA",265,4,3.1,2688,629000
6955,12705 Amberhill Avenue,"Corona, CA",87,6,4,3604,639000
6956,50680 Calle Paloma,"La Quinta, CA",175,3,2,2476,639000
6957,419 Santa Catalina Road,"Palm Springs, CA",266,4,4,2702,650000
6958,43084 Knightsbridge Way,"Temecula, CA",368,5,2.1,3395,624900
6959,32400 Alpine Court,"Temecula, CA",368,5,3,3812,649000
6960,81226 Avenida Colonias,"Indio, CA",154,3,3,2193,599000
6961,4816 Magnum Way,"Mira Loma, CA",216,4,3.1,3003,599999
6962,2723 Wrangler Circle,"Corona, CA",87,4,3,2404,625000
6963,17011 Greentree Drive,"Riverside, CA",310,6,4,3690,649000
6964,50 Columbia Drive,"Rancho Mirage, CA",300,3,3,2918,629000
6965,44125 Tahoe Circle,"Indian Wells, CA",153,3,3.1,2870,599900
6966,33956 Galleron Street,"Temecula, CA",368,5,3,3155,645000
6967,35145 El Niguel Road,"Lake Elsinore, CA",185,5,3,2760,630000
6968,47815 Via Opera,"La Quinta, CA",175,4,3,2591,600000
6969,1310 Rosarito Way,"Palm Springs, CA",266,3,2,1792,650000
6970,2258 San Antonio Road,"Palm Springs, CA",266,3,2,1404,595000
6971,13564 Rainier Avenue,"Corona, CA",87,4,3,2800,630000
6972,5727 Royal Hill Drive,"Riverside, CA",310,4,3,2950,650000
6973,1093 Vista Sol,"Palm Springs, CA",266,4,3,2517,599900
6974,9447 Paradise Place,"Riverside, CA",310,5,4,3615,599999
6975,19925 Krameria Avenue,"Riverside, CA",310,4,4.1,4157,645000
6976,6960 Winterberry Way,"Corona, CA",87,5,3,3295,609000
6977,7 Calais Circle,"Rancho Mirage, CA",300,4,2.1,3075,649000
6978,41883 Dahlias Way,"Murrieta, CA",233,5,3.1,3852,624900
6979,70800 Ironwood Drive,"Rancho Mirage, CA",300,3,2.1,2203,645000
6980,70900 Jasmine Lane,"Rancho Mirage, CA",300,4,3,2539,649500
6981,36765 Maxmillian Avenue,"Murrieta, CA",233,6,4,3923,605000
6982,16126 Little Court,"Riverside, CA",310,5,2.1,2881,619900
6983,6 Furman Court,"Rancho Mirage, CA",300,3,2,2359,629000
6984,266 N Farrell Drive,"Palm Springs, CA",266,4,3,2008,635000
6985,11114 Duran Drive,"Mira Loma, CA",216,5,3,2795,619000
6986,45463 Tioga Street,"Temecula, CA",368,5,3,3107,619900
6987,1253 Linda Vista Road,"Palm Springs, CA",266,3,2,1927,625000
6988,72873 Willow Street,"Palm Desert, CA",265,4,3,2684,628800
6989,6332 Cedar Creek Road,"Corona, CA",87,5,3,2985,595000
6990,24068 Continental Drive,"Canyon Lake, CA",64,3,2,1896,649000
6991,25608 Red Hawk Road,"Corona, CA",87,5,4.1,4246,629998
6992,78850 Sunrise Mountain,"Palm Desert, CA",265,3,3,2498,649500
6993,38239 Hermosa Court,"Murrieta, CA",233,4,3,2648,597000
6994,2358 Aurora Drive,"Palm Springs, CA",266,3,2,2088,634900
6995,2 St. Johns Court,"Rancho Mirage, CA",300,3,3,3008,599000
6996,40359 Heirloom Drive,"Murrieta, CA",233,4,3,2800,649000
6997,15660 Gila Way,"Riverside, CA",310,4,3,2803,599999
6998,9595 Friar Road,"Riverside, CA",310,4,3,3715,610000
6999,11385 Dawson Canyon Road,"Corona, CA",87,3,2,1380,625000
7000,31233 Skyline Drive,"Temecula, CA",368,4,2.1,3799,639900
7001,23961 Hollingsworth Drive,"Murrieta, CA",233,4,3.1,4259,649000
7002,13818 Palomino Creek Drive,"Corona, CA",87,5,3,2496,649990
7003,31318 Ashmill Court,"Temecula, CA",368,5,3,2965,597000
7004,7897 Withers Way,"Corona, CA",87,5,3,3478,598800
7005,6646 Blackwood Street,"Riverside, CA",310,4,3,2116,599900
7006,40652 Baranda Court,"Palm Desert, CA",265,5,3.1,2718,624900
7007,9032 Kara Circle,"Riverside, CA",310,4,3,3494,640000
7008,6505 Caxton Street,"Mira Loma, CA",216,5,3,3310,614000
7009,850 Derby Street,"Corona, CA",87,4,2.1,3099,643800
7010,24322 Kenosha Court,"Corona, CA",87,4,2.1,3512,615000
7011,715 Spencer Drive,"Palm Springs, CA",266,3,2,1320,649000
7012,55176 Laurel,"La Quinta, CA",175,3,3.1,2422,599900
7013,4671 Hidden Beaches Drive,"Blythe, CA",42,3,2.1,1919,615000
7014,49305 Rio Arenoso,"La Quinta, CA",175,3,3,2566,649000
7015,55769 Pinehurst,"La Quinta, CA",175,3,3,2645,645000
7016,1989 Olympia Fields Drive,"Corona, CA",87,4,3,2941,634900
7017,33092 Sheila Lane,"Wildomar, CA",405,4,2.1,3588,598000
7018,31943 Luzon Street,"Temecula, CA",368,4,3.1,3457,604888
7019,13346 Wagon Creek Way,"Corona, CA",87,4,3,2828,595000
7020,40265 Galindo Court,"Indio, CA",154,3,2,1100,625000
7021,3080 Bavaria Drive,"Corona, CA",87,4,3,2633,642777
7022,38310 Chuperosa Lane,"Cathedral City, CA",71,4,4,2289,639000
7023,784 Montague Drive,"Corona, CA",87,5,3.1,2665,615000
7024,54670 River,"Idyllwild, CA",150,5,3,1200,649000
7025,2187 Springfield Circle,"Corona, CA",87,4,4,3640,649900
7026,74924 Saguaro Lane,"Indian Wells, CA",153,4,3,2333,599000
7027,69647 Camino De Las Brisas,"Cathedral City, CA",71,4,4,2527,625000
7028,7902 Corte Castillo,"Riverside, CA",310,5,2.1,3558,649999
7029,69647 Camino De Las Brisas,"Cathedral City, CA",71,4,4,2527,625000
7030,65 Dartmouth Drive,"Rancho Mirage, CA",300,3,3,3178,639000
7031,11056 Orchard View Lane,"Riverside, CA",310,4,2.1,2348,625000
7032,35646 Athena Court,"Winchester, CA",407,5,3,3404,619900
7033,36108 Chagall Court,"Cathedral City, CA",71,3,2,2130,595000
7034,69672 Valle De Costa,"Cathedral City, CA",71,4,4,2661,639900
7035,4425 Butler National Road,"Corona, CA",87,5,3,3076,629980
7036,61025 Pierson Boulevard,"Desert Hot Springs, CA",101,3,2,2438,599000
7037,43395 Saint Andrews Dr,"Indio, CA",154,3,2.1,2504,629000
7038,78885 Grand Traverse Avenue,"La Quinta, CA",175,3,3,2206,627500
7039,48935 Greasewood Lane,"Palm Desert, CA",265,2,2,1849,649000
7040,78121 Rainbow Drive,"Palm Desert, CA",265,3,3.1,3146,629000
7041,3591 Chestnut Drive,"Norco, CA",243,3,2.1,2004,629900
7042,19247 Buckboard Lane,"Riverside, CA",310,4,3,3146,629900
7043,34060 Lydia Court,"Temecula, CA",368,4,2.1,2794,599000
7044,16712 Golden Bluff Loop,"Riverside, CA",310,4,3,3400,635000
7045,482 W Sepulveda Road,"Palm Springs, CA",266,3,3,2352,649999
7046,29875 Smugglers Point Drive,"Canyon Lake, CA",64,4,3.1,2718,629000
7047,41830 6th Street,"Temecula, CA",368,3,2,2046,598000
7048,2004 Calle Lileta,"Palm Springs, CA",266,4,2.1,2088,595000
7049,71828 San Gorgonio Road,"Rancho Mirage, CA",300,3,2,1278,599000
7050,42947 Cinnamon Lane,"Temecula, CA",368,4,4,3094,625000
7051,2425 Lenai Circle,"Corona, CA",87,5,4,3500,638000
7052,11410 Pondhurst Way,"Riverside, CA",310,5,4.1,4253,599800
7053,20291 Ford Avenue,"Desert Hot Springs, CA",101,4,3,2400,625000
7054,1675 Eldora Court,"Beaumont, CA",29,4,3,3400,599999
7055,30933 Central Park Drive,"Murrieta, CA",233,5,3,2965,634900
7056,8040 Santa Rita Street,"Corona, CA",87,4,2.1,2525,598888
7057,3181 Mountainside Drive,"Corona, CA",87,4,2.1,2103,625000
7058,30597 Rockridge Road,"Lake Elsinore, CA",185,4,2,2324,598000
7059,20667 Union Street,"Wildomar, CA",405,4,3,3346,600000
7060,43753 Royal Saint George Drive,"Indio, CA",154,2,2,2079,615000
7061,33978 Parador Street,"Temecula, CA",368,4,2.1,3335,614900
7062,1790 Laurel Canyon Way,"Corona, CA",87,5,3,3360,599000
7063,45479 Bayberry Place,"Temecula, CA",368,5,3.1,3895,609900
7064,6828 Sweet Clover Court,"Corona, CA",87,4,3,3010,605500
7065,73050 Amber Street,"Palm Desert, CA",265,4,3.1,2907,595000
7066,80551 Knightswood Road,"Indio, CA",154,2,2,1917,598000
7067,23275 SKY MESA Road,"Homeland, CA",147,4,2.1,3200,615000
7068,35871 Cumberland Court,"Palm Desert, CA",265,3,3.1,2790,599000
7069,6300 Peach Blossom Street,"Corona, CA",87,5,3,3308,628000
7070,4697 Snap Dragon Street,"Mira Loma, CA",216,5,3,3380,599990
7071,47655 Chapel Hill Road,"Palm Desert, CA",265,2,1,1263,625000
